type,epoch,loss,loss_ft,rel_change,lr
val,16,4.716977823348272,2.9818007946014404,-0.367857788128235,0.00029705836633368854
train,17,4.709837642209283,3.07468522211601,-0.3471780864459392,0.0002959997449618755
val,17,4.628449530828567,2.9272808120364235,-0.36754613126085156,0.0002959997449618755
train,18,4.562902271747589,2.9586238655550727,-0.35159166483267207,0.0002947815205797902
val,18,4.726548217591786,2.9701829751332602,-0.3715957526724244,0.0002947815205797902
train,19,4.726491669128681,3.0859403075843024,-0.3470970598043624,0.00029340517740618913
val,19,4.702241477512178,2.9320932910555886,-0.376447741980517,0.00029340517740618913
train,20,4.587091844657372,2.949597048348394,-0.35697885539749613,0.00029187239230321995
val,20,4.692138774054391,2.9390873454865956,-0.37361457386159447,0.00029187239230321995
train,21,4.6414106590994475,2.992446837754085,-0.35527212359729093,0.0002901850327334231
val,21,4.71179291180202,2.9333191826230003,-0.3774515906088165,0.0002901850327334231
train,22,4.613274397521184,2.9655261245267144,-0.3571754313768636,0.00028834515448451667
val,22,4.745497964677357,2.9556984901428223,-0.37715735795415556,0.00028834515448451667
train,23,4.620779999371233,2.967334371188591,-0.3578282515955385,0.0002863549991647354
val,23,4.738949900581723,2.954319817679269,-0.37658766611636557,0.0002863549991647354
train,24,4.669968041880377,2.9977066290789636,-0.3580884061313774,0.00028421699147177643
val,24,4.697630746023996,2.91643458320981,-0.37916904480450353,0.00028421699147177643
train,25,4.578812627956785,2.9268608165198358,-0.3607817016469844,0.00028193373623867885
val,25,4.732612360091436,2.922890231722877,-0.38239390650908806,0.00028193373623867885
train,26,4.648941208576334,2.9665317021567246,-0.36189089750498715,0.00027950801526023576
val,26,4.678301379794166,2.9041347163064137,-0.3792330847154211,0.00027950801526023576
train,27,4.6529034540571015,2.962391723846567,-0.3633240506498135,0.0002769427839038056
val,27,4.694637162344796,2.8934738636016846,-0.3836640056424505,0.0002769427839038056
train,28,4.694092579956712,2.998718021244838,-0.3611719474709441,0.00027424116750865267
val,28,4.757783015569051,2.9120098182133267,-0.38794816647075736,0.00027424116750865267
train,29,4.654367512670056,2.975728861216841,-0.36065881065121047,0.0002714064575782023
val,29,4.648575975781395,2.880516449610392,-0.3803443324111324,0.0002714064575782023
train,30,4.629654621255809,2.935129328020688,-0.3660154875171823,0.0002684421077698511
val,30,4.690136557533627,2.8941578297387984,-0.38292674547183525,0.0002684421077698511
train,31,4.674613525127542,2.9770418343872858,-0.3631469599818821,0.00026535172968721765
val,31,4.7164935157412575,2.8950885704585483,-0.3861777693966472,0.00026535172968721765
train,32,4.641906101128151,2.9377006559536376,-0.367134838156319,0.00026213908847995925
val,32,4.718305814833868,2.8936678682054793,-0.38671464255070426,0.00026213908847995925
train,33,4.594317672581508,2.9178293285698724,-0.36490475049576426,0.0002588080982565175
val,33,4.67393894422622,2.8893522307986306,-0.381816436783393,0.0002588080982565175
train,34,4.6305300757802765,2.928352212083751,-0.36759892190306026,0.00025536281731538
val,34,4.732366209938412,2.8882901782081243,-0.3896731465662052,0.00025536281731538
train,35,4.644041579345177,2.93331391441411,-0.3683704453766507,0.0002518074432006687
val,35,4.723523162660145,2.881701560247512,-0.3899253881027599,0.0002518074432006687
train,36,4.645111840346764,2.939924131179678,-0.36709292860423165,0.0002481463075880789
val,36,4.705224184762864,2.8689074289231074,-0.3902718943310677,0.0002481463075880789
train,37,4.5793611098980085,2.891479453136181,-0.3685845287705254,0.00024438387100739987
val,37,4.683623904273624,2.855594135466076,-0.39030242525228,0.00024438387100739987
train,38,4.628240494892515,2.9115314093129387,-0.37092045831975395,0.00024052471740804623
val,38,4.698517231714158,2.853437752950759,-0.3926939899910209,0.00024052471740804623
train,39,4.633819051857652,2.911314635441221,-0.3717245747275989,0.00023657354857422181
val,39,4.708627700805664,2.882760695048741,-0.38777051866821205,0.00023657354857422181
train,40,4.686043132995737,2.9486145233285836,-0.37076667037770816,0.00023253517839651967
val,40,4.734839291799636,2.876735982440767,-0.3924321808718948,0.00023253517839651967
train,41,4.607256048712237,2.9089849899555076,-0.3686079177716657,0.0002284145270069381
val,41,4.689514341808501,2.8371089753650485,-0.39501006531287763,0.0002284145270069381
train,42,4.660645593856943,2.9242203636416075,-0.37257182406318673,0.00022421661478445765
val,42,4.690317948659261,2.871524004709153,-0.38777625821081374,0.00022421661478445765
train,43,4.621709895545039,2.8858233875241774,-0.37559400032748014,0.00021994655623848255
val,43,4.693721214930217,2.8522092274257114,-0.3923351863435894,0.00021994655623848255
train,44,4.633341446005065,2.9032579290455787,-0.37339866640978714,0.00021560955377759902
val,44,4.683790195555914,2.8464983872004916,-0.3922660349087981,0.00021560955377759902
train,45,4.675195804957686,2.939311651320293,-0.3712965672574871,0.0002112108913712416
val,45,4.697762284960065,2.826757646742321,-0.39827571612292617,0.0002112108913712416
train,46,4.634673200804611,2.9049062667221857,-0.373223064310581,0.0002067559281119905
val,46,4.711891548974173,2.8440683342161632,-0.39640624053935497,0.0002067559281119905
train,47,4.665863980507028,2.9193899569840265,-0.3743088162919864,0.00020225009168634256
val,47,4.659357422874088,2.809448628198533,-0.39703088361365785,0.00020225009168634256
train,48,4.60954278501971,2.8807689896945297,-0.3750423579847059,0.00019769887176191158
val,48,4.723699297223773,2.831844307127453,-0.4005028413235801,0.00019769887176191158
train,49,4.649180502727114,2.909721793799565,-0.3741430791743229,0.0001931078132991138
val,49,4.741693542117164,2.858517283485049,-0.3971526716995037,0.0001931078132991138
train,50,4.6646573872401795,2.9103307847318978,-0.3760890579674963,0.00018848250979548774
val,50,4.695968820935204,2.8249806676592146,-0.39842431341002416,0.00018848250979548774
train,51,4.671999573707581,2.9318192909503806,-0.3724701287539367,0.0001838285964708792
val,51,4.690757921763828,2.846339055470058,-0.3932027397398134,0.0001838285964708792
train,52,4.627950207940463,2.878774313063457,-0.3779590998787835,0.00017915174340179388
val,52,4.738870938618978,2.8611197017488026,-0.39624443484367133,0.00017915174340179388
train,53,4.599393600019916,2.866474176275319,-0.37677128213969185,0.0001744576486132824
val,53,4.673929634548369,2.8157538232349215,-0.39756178560719785,0.0001744576486132824
train,54,4.64442699531029,2.8823903963483613,-0.37938729594439646,0.00016975203113677476
val,54,4.692286343801589,2.8422260738554455,-0.3942769333312393,0.00016975203113677476
train,55,4.6149934221958295,2.8768855970481346,-0.37662195070273735,0.00016504062404232121
val,55,4.665182681310744,2.785092626299177,-0.40300459455605525,0.00016504062404232121
train,56,4.633134550061719,2.8832031169842027,-0.37769924748984574,0.00016032916745372975
val,56,4.697624887738909,2.8254456406547908,-0.39853740812098937,0.00016032916745372975
train,57,4.632541907244716,2.886912532921495,-0.3768189061804869,0.00015562340155510937
val,57,4.661838100070045,2.7991666112627303,-0.39955730954692054,0.00015562340155510937
train,58,4.653958433660968,2.8921546936035156,-0.3785602654537581,0.00015092905959733982
val,58,4.724992297944569,2.8269919554392495,-0.4016938489679599,0.00015092905959733982
train,59,4.645053413407556,2.8908014420805306,-0.37766023664303294,0.00014625186091298862
val,59,4.737563825788952,2.8252428145635697,-0.40365071195783225,0.00014625186091298862
train,60,4.593749504664848,2.857135265037931,-0.3780385146955499,0.00014159750394818557
val,60,4.703261659258888,2.820047866730463,-0.4004059159288132,0.00014159750394818557
train,61,4.643585433220041,2.9187800103220445,-0.3714382878710062,0.0001369716593199435
val,61,4.656923577899025,2.7841938790820895,-0.40213880848390876,0.0001369716593199435
train,62,4.682178201346562,2.9314325904024057,-0.3739169112445686,0.0001323799629073851
val,62,4.7101326783498125,2.820025364557902,-0.40128536558636957,0.0001323799629073851
train,63,4.743727283231143,2.964459343203183,-0.3750780417579211,0.00012782800898529262
val,63,4.737825246084304,2.852876765387399,-0.39785099339718544,0.00012782800898529262
train,64,4.583765527297711,2.8491340793412308,-0.3784293584883923,0.00012332134340834518
val,64,4.72685372261774,2.8346093722752164,-0.40031794114724484,0.00012332134340834518
train,65,4.656069568518935,2.9048727884374816,-0.37611052719697596,0.00011886545685434989
val,65,4.733318419683547,2.833001136779785,-0.40147674726493693,0.00011886545685434989
train,66,4.619768946335234,2.879752253663951,-0.37664582642203387,0.00011446577813469596
val,66,4.685323885508946,2.7805774211883545,-0.40653464111877236,0.00011446577813469596
train,67,4.624590925101576,2.8648652352135757,-0.380514886265178,0.00011012766758018473
val,67,4.758506672722953,2.8557600520905995,-0.39986213144123794,0.00011012766758018473
train,68,4.613402660550742,2.880050640681694,-0.375720947727143,0.00010585641051029223
val,68,4.659159092676072,2.8053719656808034,-0.39788019471352987,0.00010585641051029223
train,69,4.653531925431613,2.899480363418316,-0.37692909173511463,0.00010165721079382137
val,69,4.675502084550404,2.7877904914674305,-0.4037452147269218,0.00010165721079382137
train,70,4.650643926242302,2.889327503483871,-0.3787252799165741,9.753518450878952e-05
val,70,4.750799724033901,2.8897837684268044,-0.39172688046443455,9.753518450878952e-05
train,71,4.6267472875529325,2.8650162302214524,-0.38077097101693064,9.349535370927556e-05
val,71,4.729878448304676,2.8460665543874106,-0.39827913433853207,9.349535370927556e-05
train,72,4.639119197582376,2.882395166775276,-0.37867620037066446,8.954264030682051e-05
val,72,4.68227515901838,2.8169119585128057,-0.3983882059798981,8.954264030682051e-05
train,73,4.607047315301566,2.8448570432334113,-0.38249884393748756,8.568186007383627e-05
val,73,4.650645698819842,2.7751274676550004,-0.4032812543945838,8.568186007383627e-05
train,74,4.592581944218997,2.8341735580871843,-0.3828801331123213,8.191771677632933e-05
val,74,4.680818523679461,2.80474853515625,-0.4007995565374931,8.191771677632933e-05
train,75,4.651817761618515,2.885353811855974,-0.3797362752121081,7.825479644308574e-05
val,75,4.722008557546706,2.8236372811453685,-0.40202622533738613,7.825479644308574e-05
train,76,4.604759775359055,2.852616598893856,-0.38050696712589654,7.469756177830198e-05
val,76,4.665347383135841,2.787993658156622,-0.40240384494527065,7.469756177830198e-05
train,77,4.616856490743571,2.866283630502635,-0.3791698667157394,7.125034672446709e-05
val,77,4.70419260433742,2.8028405053274974,-0.40418245147037846,7.125034672446709e-05
train,78,4.672652082196597,2.9029361872837462,-0.3787390680456812,6.79173511821214e-05
val,78,4.697899670827956,2.833560886837187,-0.3968451679731591,6.79173511821214e-05
train,79,4.636499879689052,2.8687829149180444,-0.38126108285148064,6.470263589292464e-05
val,79,4.671893982660203,2.7989925202869235,-0.4008869784555425,6.470263589292464e-05
train,80,4.756428761728879,2.9808456918288924,-0.3733017267464746,6.161011749226777e-05
val,80,4.688825266701834,2.805910280772618,-0.40157499561797005,6.161011749226777e-05
train,81,4.665224019823404,2.89061824823248,-0.38039025865645343,5.864356373745608e-05
val,81,4.6928048474448065,2.824597858247303,-0.398100293945683,5.864356373745608e-05
train,82,4.598852671425918,2.8399482698276124,-0.38246591645062217,5.580658891727718e-05
val,82,4.763203654970441,2.83454798516773,-0.4049072451038585,5.580658891727718e-05
train,83,4.562598717623744,2.8254550284352797,-0.38073558441124306,5.310264944854707e-05
val,83,4.710344087509882,2.794592891420637,-0.40671151841520875,5.310264944854707e-05
train,84,4.637412389804577,2.8620228561861762,-0.3828405551168195,5.053503966499831e-05
val,84,4.699865761257353,2.8172132401239303,-0.4005758072183231,5.053503966499831e-05
train,85,4.5828096188347915,2.837636258067756,-0.38080860998340077,4.810688780364236e-05
val,85,4.69751551037743,2.801174754188174,-0.4036901532309983,4.810688780364236e-05
train,86,4.6470935468016,2.89248179361738,-0.37757185981156893,4.582115219349404e-05
val,86,4.699490796952021,2.8349254698980424,-0.39675901233029154,4.582115219349404e-05
train,87,4.62584734990679,2.8670075021941086,-0.3802200363892513,4.368061765130376e-05
val,87,4.7186590149289085,2.8479356992812384,-0.3964523204005777,4.368061765130376e-05
train,88,4.639369680963713,2.8580679091913948,-0.38395340192038707,4.1687892088687124e-05
val,88,4.72628360702878,2.8240333852313815,-0.40248329976822206,4.1687892088687124e-05
train,89,4.650988484251088,2.870804715773155,-0.38275385426257014,3.984540333478634e-05
val,89,4.707790874299549,2.8209482715243386,-0.40079150776975525,3.984540333478634e-05
train,90,4.639914742831526,2.879653094143703,-0.3793737053913229,3.815539617833439e-05
val,90,4.7434326239994595,2.86308224995931,-0.3964113170969252,3.815539617833439e-05
train,91,4.577311322606843,2.8271744970617623,-0.38235040227684436,3.661992963272578e-05
val,91,4.7041925475710915,2.8064746061960855,-0.4034099204452955,3.661992963272578e-05
train,92,4.572587609291077,2.8330523125056564,-0.38042689291525983,3.524087442742585e-05
val,92,4.698087442488897,2.833530482791719,-0.39687574625247823,3.524087442742585e-05
train,93,4.58485967948519,2.8444602921091278,-0.3795970889062154,3.4019910728775035e-05
val,93,4.662259964715867,2.7942452090127126,-0.4006672235869192,3.4019910728775035e-05
train,94,4.682055946054129,2.9054757356643677,-0.37944446432490847,3.295852609296517e-05
val,94,4.702331622441609,2.8227547236851285,-0.3997116855362364,3.295852609296517e-05
train,95,4.697154367792195,2.9163554598545205,-0.3791229260312141,3.2058013653681156e-05
val,95,4.713807492029099,2.804863350731986,-0.4049686255802933,3.2058013653681156e-05
train,96,4.611222057506956,2.8538715099466256,-0.3811029973495653,3.131947054661703e-05
val,96,4.694669893809727,2.8125884646461126,-0.40089750115237693,3.131947054661703e-05
train,97,4.618067188509579,2.866175410048715,-0.3793560610854309,3.074379657278484e-05
val,97,4.695716097241356,2.810995828537714,-0.4013701488066707,3.074379657278484e-05
train,98,4.678504945902989,2.885139485885357,-0.3833202018067971,3.0331693102245937e-05
val,98,4.728139888672602,2.8425458612896146,-0.39880250410957213,3.0331693102245937e-05
train,99,4.656056194469847,2.8826672414253496,-0.3808779101830451,3.0083662219599506e-05
val,99,4.69608093443371,2.8321514016106013,-0.39691171401156355,3.0083662219599506e-05
train,100,4.736053166718318,2.945947790968007,-0.377974087860737,3.0000006112269827e-05
val,100,4.687341133753459,2.810289916538057,-0.4004511648829632,3.0000006112269827e-05
