type,epoch,loss,lr
train,36,1.6413787521164993,0.0002481463075880789
val,36,1.686643430164882,0.0002481463075880789
train,37,1.6092365939041664,0.00024438387100739987
val,37,1.642694734391712,0.00024438387100739987
train,38,1.5813861304316028,0.00024052471740804623
val,38,1.6657266787120275,0.00024052471740804623
train,39,1.5673806040451443,0.00023657354857422181
val,39,1.6392980700447446,0.00023657354857422181
train,40,1.5584222972393036,0.00023253517839651967
val,40,1.6243197917938232,0.00023253517839651967
train,41,1.5727317795671265,0.0002284145270069381
val,41,1.6364388238816034,0.0002284145270069381
train,42,1.6196069409107339,0.00022421661478445765
val,42,1.6521440347035725,0.00022421661478445765
train,43,1.5587691448885819,0.00021994655623848255
val,43,1.6056686583019437,0.00021994655623848255
train,44,1.5576280982329929,0.00021560955377759902
val,44,1.6411075592041016,0.00021560955377759902
train,45,1.5587410628795624,0.0002112108913712416
val,45,1.5979217574709939,0.0002112108913712416
train,46,1.580619876754695,0.0002067559281119905
val,46,1.632191544487363,0.0002067559281119905
train,47,1.5737947780510475,0.00020225009168634256
val,47,1.603643116496858,0.00020225009168634256
train,48,1.5438443555914123,0.00019769887176191158
val,48,1.5878169877188546,0.00019769887176191158
train,49,1.5506162324856068,0.0001931078132991138
val,49,1.593471470333281,0.0001931078132991138
train,50,1.569641969327269,0.00018848250979548774
val,50,1.5989928813207717,0.00018848250979548774
train,51,1.5588139953284428,0.0001838285964708792
val,51,1.5916663294746762,0.0001838285964708792
train,52,1.5047019514544258,0.00017915174340179388
val,52,1.5702242226827712,0.00017915174340179388
train,53,1.5442796529367053,0.0001744576486132824
val,53,1.578907574926104,0.0001744576486132824
train,54,1.551793296789301,0.00016975203113677476
val,54,1.5883429391043526,0.00016975203113677476
train,55,1.5137341063598106,0.00016504062404232121
val,55,1.601447690100897,0.00016504062404232121
train,56,1.5225678743987248,0.00016032916745372975
val,56,1.6029167572657268,0.00016032916745372975
train,57,1.4946183161488895,0.00015562340155510937
val,57,1.5538045565287273,0.00015562340155510937
train,58,1.53558598304617,0.00015092905959733982
val,58,1.5728479567028226,0.00015092905959733982
train,59,1.4919970158872933,0.00014625186091298862
val,59,1.564805167061942,0.00014625186091298862
train,60,1.5005164958279709,0.00014159750394818557
val,60,1.5957349709102087,0.00014159750394818557
train,61,1.5055789968063091,0.0001369716593199435
val,61,1.5665163085574196,0.0001369716593199435
train,62,1.5067791147478695,0.0001323799629073851
val,62,1.5424841528847104,0.0001323799629073851
train,63,1.500457624936926,0.00012782800898529262
val,63,1.589881596111116,0.00012782800898529262
train,64,1.5033181576893246,0.00012332134340834518
val,64,1.5469791548592704,0.00012332134340834518
train,65,1.4891492559992034,0.00011886545685434989
val,65,1.5548191354388283,0.00011886545685434989
train,66,1.5045168225107521,0.00011446577813469596
val,66,1.5907913559959048,0.00011446577813469596
train,67,1.461653236685128,0.00011012766758018473
val,67,1.5621164355959212,0.00011012766758018473
train,68,1.4816298443695595,0.00010585641051029223
val,68,1.5287128289540608,0.00010585641051029223
train,69,1.4824267081145583,0.00010165721079382137
val,69,1.549518142427717,0.00010165721079382137
train,70,1.5046152051152855,9.753518450878952e-05
val,70,1.5367742947169714,9.753518450878952e-05
train,71,1.463004033113348,9.349535370927556e-05
val,71,1.5616833141871862,9.349535370927556e-05
train,72,1.4676949350998318,8.954264030682051e-05
val,72,1.5483342579432897,8.954264030682051e-05
train,73,1.447346454036647,8.568186007383627e-05
val,73,1.5374348674501692,8.568186007383627e-05
train,74,1.4638939859538243,8.191771677632933e-05
val,74,1.5741088617415655,8.191771677632933e-05
train,75,1.493883583052405,7.825479644308574e-05
val,75,1.5614824862707228,7.825479644308574e-05
train,76,1.483709617935378,7.469756177830198e-05
val,76,1.5497723306928362,7.469756177830198e-05
train,77,1.4594734824936966,7.125034672446709e-05
val,77,1.564023074649629,7.125034672446709e-05
train,78,1.5096446912864159,6.79173511821214e-05
val,78,1.5230127289181663,6.79173511821214e-05
train,79,1.450265209222662,6.470263589292464e-05
val,79,1.5571675527663458,6.470263589292464e-05
train,80,1.4782695790816998,6.161011749226777e-05
val,80,1.544256057058062,6.161011749226777e-05
train,81,1.4592713107322823,5.864356373745608e-05
val,81,1.5613005274818057,5.864356373745608e-05
train,82,1.4747482538223267,5.580658891727718e-05
val,82,1.5498565435409546,5.580658891727718e-05
train,83,1.460938157706425,5.310264944854707e-05
val,83,1.5835195155370803,5.310264944854707e-05
train,84,1.483830433467339,5.053503966499831e-05
val,84,1.582428398586455,5.053503966499831e-05
train,85,1.4620856611893094,4.810688780364236e-05
val,85,1.5279616798673357,4.810688780364236e-05
train,86,1.4822783398217168,4.582115219349404e-05
val,86,1.5504057520911807,4.582115219349404e-05
train,87,1.4503584308870907,4.368061765130376e-05
val,87,1.5452727590288435,4.368061765130376e-05
train,88,1.4902581798619237,4.1687892088687124e-05
val,88,1.5288255668821789,4.1687892088687124e-05
train,89,1.4800712743709827,3.984540333478634e-05
val,89,1.5222487563178653,3.984540333478634e-05
train,90,1.4825928498958718,3.815539617833439e-05
val,90,1.514915420895531,3.815539617833439e-05
train,91,1.4755998289790646,3.661992963272578e-05
val,91,1.5570349125635057,3.661992963272578e-05
train,92,1.48427221590075,3.524087442742585e-05
val,92,1.5373141822360812,3.524087442742585e-05
train,93,1.4800726123924912,3.4019910728775035e-05
val,93,1.5803883700143724,3.4019910728775035e-05
train,94,1.4677622575184395,3.295852609296517e-05
val,94,1.5629780689875286,3.295852609296517e-05
train,95,1.4526078166632816,3.2058013653681156e-05
val,95,1.536063937913804,3.2058013653681156e-05
train,96,1.487398539123864,3.131947054661703e-05
val,96,1.548934368860154,3.131947054661703e-05
train,97,1.4767716537261832,3.074379657278484e-05
val,97,1.5166539067313785,3.074379657278484e-05
train,98,1.5046974831614002,3.0331693102245937e-05
val,98,1.5338218495959328,3.0331693102245937e-05
train,99,1.4581434048455337,3.0083662219599506e-05
val,99,1.542349446387518,3.0083662219599506e-05
train,100,1.4467293250149693,3.0000006112269827e-05
val,100,1.5408835865202404,3.0000006112269827e-05
