type,epoch,loss,lr
train,30,1.5834908809944626,0.0002684241639596613
val,30,1.7973439876849835,0.0002684241639596613
train,31,1.579469674359756,0.0002653330501967096
val,31,1.8163984494331555,0.0002653330501967096
train,32,1.5757270479459327,0.00026211969606721483
val,32,1.825852660032419,0.00026211969606721483
train,33,1.5727554313898728,0.0002587880165482045
val,33,1.7955592137116652,0.0002587880165482045
train,34,1.5794743803954832,0.00025534207077796653
val,34,1.787351626616258,0.00025534207077796653
train,35,1.593024920421148,0.0002517860571106149
val,35,1.7744069252258692,0.0002517860571106149
train,36,1.5634184314234238,0.0002481243080010413
val,36,1.7932479564960186,0.0002481243080010413
train,37,1.5607027691008266,0.00024436128472648643
val,37,1.787318562849974,0.00024436128472648643
train,38,1.5802876325951754,0.00024050157195116108
val,38,1.7758701672920814,0.00024050157195116108
train,39,1.5700475355042922,0.00023654987214053892
val,39,1.7627769739199908,0.00023654987214053892
train,40,1.5603389817106756,0.00023251099983212636
val,40,1.7709882992964525,0.00023251099983212636
train,41,1.5536198273823267,0.0002283898757696907
val,41,1.7846084527480297,0.0002283898757696907
train,42,1.5703148231352115,0.00022419152090809148
val,42,1.7850153537896962,0.00022419152090809148
train,43,1.5543416828479406,0.0002199210502960206
val,43,1.7761959662804236,0.0002199210502960206
train,44,1.5728300999438345,0.00021558366684410325
val,44,1.7682155813926306,0.00021558366684410325
train,45,1.563894330009296,0.00021118465498595293
val,45,1.760251760482788,0.00021118465498595293
train,46,1.5758684897679847,0.00020672937423990293
val,46,1.7859710867588336,0.00020672937423990293
train,47,1.5513151819815212,0.00020222325267925896
val,47,1.7601175552759416,0.00020222325267925896
train,48,1.537904655997644,0.00019767178031902786
val,48,1.775098904585227,0.00019767178031902786
train,49,1.5454607605934143,0.00019308050242717995
val,49,1.7712191526706402,0.00019308050242717995
train,50,1.551638022265987,0.00018845501276859437
val,50,1.7570807567009559,0.00018845501276859437
train,51,1.5413374920097,0.00018380094678991797
val,51,1.770111927619347,0.00018380094678991797
train,52,1.5356290999127205,0.0001791239747536419
val,52,1.7712005285116343,0.0001791239747536419
train,53,1.540985069506252,0.0001744297948297601
val,53,1.7595864503811567,0.0001744297948297601
train,54,1.5530592215993013,0.0001697241261534267
val,54,1.7675750041619325,0.0001697241261534267
train,55,1.5314702910554376,0.0001650127018570712
val,55,1.7637992058044825,0.0001650127018570712
train,56,1.5678549277171934,0.0001603012620854595
val,56,1.772033147322826,0.0001603012620854595
train,57,1.573400235561669,0.0001555955470022115
val,57,1.7664549778669307,0.0001555955470022115
train,58,1.5695183286769692,0.00015090128979629644
val,58,1.7860278594188201,0.00015090128979629644
train,59,1.549532775448339,0.00014622420969702475
val,59,1.7465162093822773,0.00014622420969702475
train,60,1.5296643580387865,0.0001415700050060484
val,60,1.7729669595376039,0.0001415700050060484
train,61,1.5507250881259331,0.00013694434615485818
val,61,1.7604308770253108,0.00013694434615485818
train,62,1.5569807321556173,0.0001323528687962361
val,62,1.7839317719141643,0.0001323528687962361
train,63,1.5294789896821075,0.00012780116693808071
val,63,1.7637701737575042,0.00012780116693808071
train,64,1.5306451592162613,0.00012329478612797034
val,64,1.7641378090931819,0.00012329478612797034
train,65,1.5276139794655565,0.00011883921669676732
val,65,1.7449616285470815,0.00011883921669676732
train,66,1.5437182739095867,0.00011443988706949565
val,66,1.7687215835620196,0.00011443988706949565
train,67,1.5507988271044915,0.00011010215715164152
val,67,1.7458039399905083,0.00011010215715164152
train,68,1.5277684980004302,0.00010583131179893363
val,68,1.7589563742662087,0.00010583131179893363
train,69,1.536153597491128,0.00010163255437856102
val,69,1.7483063508302739,0.00010163255437856102
train,70,1.5117639001167689,9.75110004296715e-05
val,70,1.7640345310553527,9.75110004296715e-05
train,71,1.5457878777922966,9.347167143087486e-05
val,71,1.7666107630118346,9.347167143087486e-05
train,72,1.530756168288362,8.951948868234544e-05
val,72,1.7938583569648938,8.951948868234544e-05
train,73,1.5110836472472733,8.565926730997509e-05
val,73,1.7699994918627617,8.565926730997509e-05
train,74,1.5327695931064471,8.189571039888454e-05
val,74,1.7764166868649995,8.189571039888454e-05
train,75,1.5282144578640673,7.823340326343848e-05
val,75,1.7475009453602326,7.823340326343848e-05
train,76,1.5158399272800456,7.467680786074633e-05
val,76,1.752373640353863,7.467680786074633e-05
train,77,1.5221580768209904,7.12302573544546e-05
val,77,1.7447618551743336,7.12302573544546e-05
train,78,1.5375241793069556,6.7897950835455e-05
val,78,1.7909587377156966,6.7897950835455e-05
train,79,1.528410431509712,6.468394820593829e-05
val,79,1.7543973341966286,6.468394820593829e-05
train,80,1.5306006043426432,6.159216523302948e-05
val,80,1.7584759577726707,6.159216523302948e-05
train,81,1.534949796701056,5.8626368778028355e-05
val,81,1.7578113873799641,5.8626368778028355e-05
train,82,1.5457560106750448,5.579017220706944e-05
val,82,1.7742775770334096,5.579017220706944e-05
train,83,1.5813282898494176,5.308703098879183e-05
val,83,1.7612015497990143,5.308703098879183e-05
train,84,1.514127381889004,5.052023848438306e-05
val,84,1.7466520896324744,5.052023848438306e-05
train,85,1.5459856188522194,4.809292193512562e-05
val,85,1.7525359728397467,4.809292193512562e-05
train,86,1.5243324539410779,4.580803865233537e-05
val,86,1.7384368486893482,4.580803865233537e-05
train,87,1.540808096568218,4.366837241433311e-05
val,87,1.7574360615167863,4.366837241433311e-05
train,88,1.5392843242282817,4.167653007483946e-05
val,88,1.7653546088781111,4.167653007483946e-05
train,89,1.5291631350298776,3.9834938386925387e-05
val,89,1.7563579724385188,3.9834938386925387e-05
train,90,1.5389629041730875,3.81458410463871e-05
val,90,1.7463993231455486,3.81458410463871e-05
train,91,1.5193517222558712,3.661129595814855e-05
val,91,1.7661628264647264,3.661129595814855e-05
train,92,1.5593037655090065,3.523317272902124e-05
val,92,1.746498942375183,3.523317272902124e-05
train,93,1.5037794537300049,3.4013150389876246e-05
val,93,1.7511201607875335,3.4013150389876246e-05
train,94,1.5443426139271164,3.295271535000374e-05
val,94,1.747875112753648,3.295271535000374e-05
train,95,1.529668770710413,3.205315958615236e-05
val,95,1.7730426757763593,3.205315958615236e-05
train,96,1.5234962764454658,3.131557906845438e-05
val,96,1.7447831355608427,3.131557906845438e-05
train,97,1.5259588990571364,3.0740872425155075e-05
val,97,1.763005100763761,3.0740872425155075e-05
train,98,1.5370240735236524,3.0329739847772514e-05
val,98,1.7510486260438576,3.0329739847772514e-05
train,99,1.5264189926119185,3.0082682238022123e-05
val,99,1.7409308140094464,3.0082682238022123e-05
train,100,1.5308326310867248,3.000000059754509e-05
val,100,1.7806633344063392,3.000000059754509e-05
